branch,no_customer,customer,age,eduction_level,employ,address,income,debtinc,creddebt,othdebt,default
64,1919,316431,28,High school degree,4,4,25,34.8,1.04,7.66,Yes
64,1919,316502,51,College degree,20,18,512,6.5,6.82,26.46,No
64,1919,316510,24,College degree,0,1,63,26.9,7.19,9.76,Yes
64,1919,316518,41,Post-undergraduate degree,9,14,87,4.4,0.78,3.05,No
64,1919,316521,23,College degree,0,1,35,15,0.4,4.85,Yes
64,1919,316547,33,College degree,3,7,19,17.2,0.37,2.9,Yes
64,1919,316569,42,High school degree,18,5,176,5.6,3.91,5.94,No
64,1919,316577,20,Some college,0,0,16,3.5,0.23,0.33,Yes
64,1919,316583,27,High school degree,3,4,26,2.6,0.09,0.58,No
64,1919,316622,34,High school degree,9,3,29,11.6,1.06,2.3,Yes
64,1919,316635,20,High school degree,0,0,34,12.9,0.9,3.49,Yes
64,1919,316655,66,High school degree,9,23,54,15.8,1.34,7.19,No
64,1919,316681,19,High school degree,0,0,20,12.7,1.22,1.32,No
64,1919,316735,33,Post-undergraduate degree,2,7,79,23.7,10.47,8.26,Yes
64,1919,316737,22,Some college,1,1,17,25.4,2.38,1.94,Yes
64,1919,316777,40,High school degree,5,7,43,23.9,3.69,6.59,Yes
64,1919,316798,55,Post-undergraduate degree,25,12,73,19.1,5.8,8.14,No
64,1919,316809,25,College degree,1,1,15,8.9,0.56,0.78,Yes
64,1919,316824,23,Some college,0,1,30,6.9,0.55,1.52,No
64,1919,316838,37,College degree,13,5,225,1.1,1.42,1.06,No
64,1919,316862,18,High school degree,0,0,21,6.6,0.08,1.31,Yes
64,1919,316881,23,High school degree,4,1,22,3.8,0.08,0.76,No
64,1919,316883,27,High school degree,2,2,55,11.7,0.54,5.89,Yes
64,1919,316907,42,Post-undergraduate degree,6,8,20,15.3,1.43,1.63,Yes
64,1919,316909,31,Some college,9,6,23,7.8,0.45,1.35,No
68,3388,335024,33,High school degree,9,5,34,12.7,3.16,1.16,Yes
68,3388,335038,58,College degree,26,21,132,2.4,0.98,2.19,No
68,3388,335114,58,Some college,24,24,138,3.9,2.86,2.52,No
68,3388,335125,48,High school degree,12,12,51,4.3,0.22,1.97,No
68,3388,335142,26,High school degree,2,4,55,11,4.69,1.36,Yes
68,3388,335161,28,Post-undergraduate degree,2,5,18,11.9,0.32,1.82,Yes
68,3388,335203,22,Did not complete high school,4,1,21,9,0.87,1.02,No
68,3388,335236,18,High school degree,0,0,18,8,0.4,1.04,No
68,3388,335322,57,High school degree,4,12,61,2.3,0.11,1.29,No
68,3388,335417,19,High school degree,1,0,24,12.3,1.11,1.84,Yes
68,3388,335431,31,College degree,4,5,36,22.4,0.15,7.91,No
68,3388,335434,18,Did not complete high school,1,0,18,8,0.74,0.7,Yes
68,3388,335530,23,Some college,0,1,18,4,0.05,0.67,No
68,3388,335566,19,High school degree,0,0,14,8.2,0.38,0.77,Yes
68,3388,335573,29,Some college,0,4,70,16.5,8.21,3.34,Yes
68,3388,335610,29,Some college,8,5,39,11.6,3.26,1.27,Yes
68,3388,335615,25,High school degree,2,3,24,3,0.15,0.57,No
68,3388,335635,18,High school degree,0,0,24,0.9,0.13,0.09,Yes
68,3388,335667,40,Some college,4,6,87,1.2,0.86,0.18,No
68,3388,335669,31,High school degree,11,8,36,4.7,0.13,1.57,No
68,3388,335672,52,College degree,2,12,84,3.1,0.2,2.4,No
68,3388,335680,37,High school degree,18,3,39,26.9,5.46,5.04,Yes
68,3388,335690,40,Some college,18,13,84,6.2,0.94,4.27,No
68,3388,335722,18,High school degree,0,0,17,11.9,0.17,1.86,Yes
68,3388,335743,45,Did not complete high school,24,14,69,3.2,1.33,0.87,No
68,3388,335816,34,Some college,11,6,52,12.9,4.17,2.54,No
68,3388,335819,19,High school degree,0,0,21,12.6,1.23,1.42,Yes
68,3388,335844,25,Some college,3,1,27,16.9,1.09,3.48,No
68,3388,335958,53,High school degree,30,12,220,12.9,2.81,25.57,No
68,3388,336005,30,Some college,4,4,39,11.6,1.39,3.13,No
68,3388,336019,49,Post-undergraduate degree,23,11,178,19.4,5.59,28.94,No
68,3388,336093,21,High school degree,2,1,23,3.5,0.25,0.55,No
68,3388,336204,40,High school degree,0,12,21,36.6,4.35,3.34,Yes
68,3388,336244,18,High school degree,0,0,23,11.5,0.66,1.98,Yes
68,3388,336247,18,High school degree,0,0,15,8,0.22,0.98,No
68,3388,336295,34,Did not complete high school,10,6,50,5.3,0.58,2.07,No
68,3388,336308,33,College degree,5,8,27,20.6,1.09,4.47,No
68,3388,336316,45,Some college,23,10,55,13.3,1.46,5.86,No
68,3388,336326,40,College degree,15,13,111,9.6,1.88,8.78,No
68,3388,336330,49,Did not complete high school,4,11,36,9.9,1.36,2.21,No
68,3388,336350,27,Some college,0,4,31,3.7,0.28,0.86,No
68,3388,336401,52,Did not complete high school,26,12,77,28.6,5.26,16.76,No
68,3388,336436,23,High school degree,1,2,30,18.2,1.37,4.09,Yes
68,3388,336457,39,Some college,16,10,46,11.3,1.45,3.75,No
68,3388,336479,20,High school degree,0,1,28,9.8,0.66,2.09,No
68,3388,336499,26,Some college,0,3,23,10.9,1.71,0.8,Yes
68,3388,336510,62,College degree,23,22,124,23,19.05,9.47,Yes
68,3388,336576,39,High school degree,1,9,27,1.4,0.1,0.28,No
68,3388,336580,26,Did not complete high school,5,2,47,21.7,6.14,4.06,Yes
68,3388,336624,35,High school degree,15,8,66,3.3,1.05,1.12,No
68,3388,336636,46,Post-undergraduate degree,11,9,136,4.9,3.27,3.39,Yes
68,3388,336640,47,College degree,17,17,61,7.5,3.12,1.45,No
68,3388,336658,56,Did not complete high school,3,16,38,18.7,3.72,3.39,Yes
68,3388,336706,21,Some college,0,1,33,9.1,1.05,1.95,Yes
68,3388,336731,29,High school degree,0,5,33,5.8,0.58,1.34,No
68,3388,336792,28,High school degree,3,5,53,5.7,1.57,1.45,Yes
68,3388,336815,28,Some college,3,3,61,16.1,3.16,6.66,Yes
68,3388,336852,30,Did not complete high school,4,6,30,10.8,1.03,2.21,No
68,3388,336899,20,Did not complete high school,1,0,22,10.1,0.14,2.08,Yes
68,3388,336953,24,College degree,0,2,29,9.6,1.04,1.75,Yes
68,3388,336969,29,College degree,5,4,73,25.1,2.18,16.14,Yes
68,3388,337073,19,High school degree,0,0,15,9.5,0.4,1.03,Yes
68,3388,337079,63,High school degree,29,19,208,16.6,21.89,12.64,Yes
68,3388,337113,39,High school degree,17,9,90,6.8,3.45,2.67,No
68,3388,337128,22,College degree,0,1,30,3.4,0.15,0.87,No
68,3388,337143,30,High school degree,2,4,34,11.6,1.39,2.55,No
68,3388,337173,24,Did not complete high school,4,2,24,18,1.64,2.68,Yes
68,3388,337261,25,College degree,1,2,66,4.2,0.55,2.22,Yes
68,3388,337272,22,High school degree,2,1,39,4.7,0.5,1.33,No
68,3388,337301,35,Post-undergraduate degree,0,9,36,13.3,0.99,3.8,No
68,3388,337304,51,Some college,14,16,161,1.4,0.57,1.69,No
68,3388,337309,65,High school degree,0,25,57,6.2,1.68,1.86,No
68,3388,337365,38,College degree,14,7,192,28.9,5.27,50.22,Yes
68,3388,337367,28,High school degree,8,4,24,24.6,4.07,1.83,Yes
68,3388,337411,30,College degree,2,5,27,10.6,0.74,2.13,No
68,3388,337462,22,College degree,0,2,46,8.6,1.76,2.19,Yes
68,3388,337514,19,High school degree,0,0,28,7.5,1.51,0.59,Yes
68,3388,337528,48,College degree,24,18,66,4.4,0.32,2.58,No
68,3388,337553,18,High school degree,0,0,16,8.3,0.17,1.15,Yes
68,3388,337620,29,High school degree,1,5,39,10.3,2.98,1.03,Yes
68,3388,337625,37,High school degree,0,9,37,16.2,0.93,5.06,No
68,3388,337641,23,College degree,0,1,73,0.7,0.25,0.26,No
68,3388,337769,27,Some college,4,5,41,6.1,1.65,0.85,Yes
68,3388,337840,38,College degree,10,11,63,12.2,2.76,4.93,No
68,3388,337873,39,Some college,10,7,45,25,1.77,9.48,No
68,3388,337887,28,College degree,4,3,48,24.3,3.34,8.33,Yes
68,3388,337922,54,Some college,2,19,35,6.4,0.93,1.31,No
68,3388,337945,39,College degree,12,10,98,1.6,0.16,1.41,No
68,3388,337963,19,High school degree,0,0,26,17.2,2.65,1.82,Yes
68,3388,337991,71,Did not complete high school,2,13,23,10.1,1.44,0.89,No
68,3388,338047,24,High school degree,4,2,21,3.8,0.36,0.44,No
68,3388,338062,28,High school degree,3,4,20,9,0.37,1.43,No
68,3388,338069,21,Did not complete high school,4,1,15,7.3,0.05,1.04,No
68,3388,338112,36,High school degree,8,2,42,3.1,0.75,0.55,No
68,3388,338207,36,High school degree,1,8,31,21,0.33,6.18,No
68,3388,338240,23,Did not complete high school,0,2,20,8.4,0.24,1.44,Yes
68,3388,338253,28,Some college,3,3,25,18.8,1.16,3.54,Yes
68,3388,338294,26,Some college,0,3,31,3.1,0.1,0.86,Yes
68,3388,338307,36,Post-undergraduate degree,3,7,45,3.3,0.47,1.02,No
68,3388,338320,32,College degree,2,2,55,10.6,1.43,4.4,Yes
73,4501,360036,24,College degree,0,1,56,9.3,1.55,3.66,Yes
73,4501,360188,19,High school degree,0,0,55,7.9,0.61,3.73,No
73,4501,360230,28,College degree,2,3,22,6.2,0.76,0.61,Yes
73,4501,360245,40,Post-undergraduate degree,1,11,32,18.6,3.4,2.55,Yes
73,4501,360349,33,Post-undergraduate degree,6,4,121,15.1,3.31,14.96,Yes
73,4501,360448,34,Some college,0,4,23,6.8,0.69,0.88,Yes
73,4501,360449,19,High school degree,0,0,30,4,0.52,0.68,No
73,4501,360504,44,Did not complete high school,17,14,107,13,3.83,10.08,No
73,4501,360509,29,High school degree,1,6,36,9.3,1.42,1.93,Yes
73,4501,360518,65,Did not complete high school,10,18,32,9.9,1.37,1.8,No
73,4501,360585,45,High school degree,18,11,59,8.9,2.74,2.51,No
73,4501,360684,33,High school degree,4,8,79,12.6,8.55,1.4,Yes
73,4501,360740,32,Some college,3,5,34,12.4,2.18,2.03,No
73,4501,360763,32,College degree,5,6,67,8.4,3.38,2.25,No
73,4501,360917,23,Some college,0,1,34,9.2,1.25,1.87,Yes
73,4501,360925,25,Post-undergraduate degree,0,2,60,8.4,1.25,3.79,No
73,4501,360927,22,College degree,0,1,23,6.2,0.35,1.08,Yes
73,4501,360963,27,Did not complete high school,6,2,20,14.3,0.38,2.48,No
73,4501,360968,43,College degree,0,10,94,19.9,6.32,12.38,Yes
73,4501,360970,53,College degree,26,20,249,5.8,7.58,6.86,No
73,4501,361058,24,Some college,2,3,22,5.6,0.08,1.15,No
73,4501,361072,43,High school degree,13,13,62,24.2,8.07,6.93,Yes
73,4501,361083,25,Did not complete high school,4,1,33,13.2,1.63,2.73,Yes
73,4501,361101,26,Some college,0,3,24,32,4.42,3.26,Yes
73,4501,361105,18,High school degree,0,0,34,16.3,1.87,3.67,Yes
73,4501,361146,46,College degree,14,10,57,4.7,0.25,2.43,No
73,4501,361166,46,College degree,22,10,160,15.5,9.92,14.88,Yes
73,4501,361198,52,High school degree,22,17,87,11.3,0.71,9.12,No
73,4501,361201,35,Some college,3,7,54,11,1.16,4.78,No
73,4501,361255,23,Some college,1,2,63,16.8,3.14,7.44,Yes
73,4501,361267,33,Did not complete high school,7,5,33,6.9,0.68,1.6,Yes
73,4501,361299,18,High school degree,0,0,28,8.1,0.84,1.42,Yes
73,4501,361305,31,High school degree,11,8,37,5.7,0.82,1.28,No
73,4501,361346,30,Some college,4,3,62,14.8,1.53,7.64,Yes
73,4501,361396,23,Some college,2,2,32,3,0.28,0.68,No
73,4501,361437,42,High school degree,1,5,50,9.6,2.6,2.2,No
73,4501,361440,21,High school degree,0,1,21,6.3,0.83,0.49,Yes
73,4501,361454,35,High school degree,15,8,55,10.2,3.37,2.24,No
73,4501,361487,26,High school degree,5,1,47,6.2,1.83,1.09,No
73,4501,361612,75,College degree,50,18,460,19.6,26.69,63.47,Yes
73,4501,361630,22,Some college,0,2,32,3.7,0.31,0.87,Yes
73,4501,361699,19,High school degree,0,0,21,5.6,0.14,1.04,No
73,4501,361704,28,High school degree,3,2,22,11.5,0.87,1.66,No
73,4501,361727,22,Some college,0,1,45,13.6,1.87,4.25,No
73,4501,361728,30,High school degree,4,4,45,10,2.13,2.37,No
73,4501,361759,24,College degree,0,1,53,16.1,5.09,3.44,Yes
73,4501,361823,20,Some college,0,0,33,9.4,0.55,2.55,Yes
73,4501,361845,38,High school degree,18,7,53,5.2,1.2,1.55,No
73,4501,361850,20,Some college,0,0,22,5.1,0.36,0.76,Yes
73,4501,361875,28,Post-undergraduate degree,0,4,57,12.4,4.52,2.54,Yes
73,4501,361900,23,Some college,0,2,25,4.2,0.16,0.89,No
73,4501,361907,21,Some college,0,1,22,8.5,0.08,1.79,No
73,4501,362006,23,College degree,0,1,28,3.1,0.34,0.53,No
73,4501,362180,19,High school degree,0,0,22,8.2,0.5,1.3,No
73,4501,362320,26,High school degree,3,4,33,2.7,0.53,0.36,No
73,4501,362379,19,High school degree,0,0,23,18.4,0.98,3.25,Yes
73,4501,362479,24,High school degree,5,2,37,5.7,0.48,1.63,No
73,4501,362480,19,High school degree,0,0,33,7.5,0.36,2.11,No
73,4501,362493,34,College degree,9,9,34,32.1,2.39,8.52,Yes
73,4501,362513,26,College degree,1,1,31,12.3,1.15,2.67,Yes
73,4501,362711,63,Did not complete high school,17,26,103,12.3,3.47,9.2,No
73,4501,362745,31,Some college,7,4,30,1.9,0.17,0.4,No
73,4501,362747,22,College degree,0,1,28,8.1,0.61,1.66,Yes
73,4501,362797,34,High school degree,6,4,41,7.5,1.09,1.98,Yes
73,4501,362909,45,High school degree,24,10,86,9.7,1.74,6.6,No
73,4501,362911,22,Some college,0,1,31,10.1,0.7,2.44,Yes
73,4501,363011,21,Some college,0,1,44,6.3,1.29,1.48,No
73,4501,363019,65,Did not complete high school,21,23,42,1.6,0.29,0.38,No
73,4501,363142,24,Some college,0,2,17,9.2,0.31,1.25,No
73,4501,363175,25,College degree,1,2,35,1.4,0.06,0.43,Yes
73,4501,363198,32,College degree,3,6,56,13.2,1.53,5.86,Yes
73,4501,363246,21,Some college,0,0,36,14.1,1.6,3.48,Yes
73,4501,363280,23,College degree,0,2,34,17,2.16,3.62,Yes
73,4501,363302,40,Some college,17,6,120,10.2,4.32,7.92,No
73,4501,363329,44,High school degree,2,17,50,2.8,0.52,0.88,No
73,4501,363388,39,College degree,4,6,75,5.6,2.62,1.58,No
73,4501,363447,26,Some college,3,4,18,12.9,0.4,1.92,Yes
73,4501,363476,25,High school degree,1,3,20,2.5,0.17,0.33,No
73,4501,363504,28,High school degree,8,4,40,9.8,1.36,2.56,Yes
73,4501,363544,43,College degree,13,12,127,3,0.42,3.39,No
73,4501,363681,28,High school degree,6,2,112,3.4,0.38,3.43,No
73,4501,363785,40,Did not complete high school,16,7,33,23.3,2.02,5.67,Yes
73,4501,363807,31,Did not complete high school,0,6,26,3.2,0.34,0.49,No
73,4501,363822,29,Some college,0,5,37,6.7,0.7,1.77,No
73,4501,363832,54,Did not complete high school,13,18,105,13.6,1.63,12.65,No
73,4501,363882,42,College degree,9,9,49,7.3,1.15,2.43,Yes
73,4501,363946,39,High school degree,14,7,94,30.2,10.5,17.88,Yes
73,4501,363975,36,Some college,10,7,101,13.1,7.24,5.99,Yes
73,4501,364013,55,Post-undergraduate degree,21,14,91,6.6,2.01,3.99,No
73,4501,364037,21,High school degree,0,1,15,4.1,0.25,0.37,No
73,4501,364057,49,Some college,3,7,28,6.9,0.85,1.09,No
73,4501,364071,50,College degree,27,12,181,2.3,1.79,2.37,No
73,4501,364125,22,College degree,0,1,55,27.4,6.22,8.85,Yes
73,4501,364211,33,High school degree,3,6,33,5.1,0.9,0.79,No
73,4501,364304,39,College degree,9,12,78,4.1,0.35,2.85,No
73,4501,364366,26,Some college,3,3,66,4,0.19,2.45,No
73,4501,364418,23,Did not complete high school,5,1,48,18,1.05,7.59,Yes
73,4501,364428,19,High school degree,0,0,31,10.6,0.99,2.29,Yes
73,4501,364476,32,High school degree,7,3,33,24.6,4.14,3.98,Yes
73,4501,364499,19,High school degree,0,0,19,5.4,0.37,0.65,Yes
74,2658,365041,33,Did not complete high school,9,4,22,14.6,0.73,2.48,No
74,2658,365043,55,Post-undergraduate degree,11,16,88,12.9,5.11,6.24,No
74,2658,365079,21,High school degree,1,1,30,3.1,0.31,0.62,No
74,2658,365110,47,High school degree,10,10,39,6.7,0.22,2.39,No
74,2658,365120,24,High school degree,2,0,32,11,0.83,2.69,No
74,2658,365178,25,High school degree,5,2,36,2.7,0.53,0.44,No
74,2658,365216,34,College degree,9,7,58,28.4,4.97,11.5,Yes
74,2658,365236,67,High school degree,7,25,58,11.4,1.59,5.03,No
74,2658,365265,51,High school degree,22,11,65,18.1,4.91,6.86,No
74,2658,365285,45,High school degree,26,12,100,7.5,1.7,5.81,No
74,2658,365288,24,Some college,0,2,67,8.9,2.38,3.58,Yes
74,2658,365291,46,High school degree,23,14,99,3.2,1.81,1.36,No
74,2658,365383,53,College degree,3,15,50,15.7,4.25,3.6,No
74,2658,365437,28,College degree,1,4,175,19.4,7.03,26.92,Yes
74,2658,365442,21,Some college,0,0,20,4,0.48,0.32,No
74,2658,365473,28,College degree,2,3,47,12.1,0.43,5.25,Yes
74,2658,365477,51,Some college,10,17,144,4.9,0.92,6.14,No
74,2658,365484,27,College degree,1,4,38,8.2,0.62,2.5,No
74,2658,365507,18,Did not complete high school,1,0,15,8.4,0.74,0.52,Yes
74,2658,365536,62,Did not complete high school,32,19,86,6.3,3.97,1.45,No
74,2658,365579,30,High school degree,3,1,35,16.1,0.81,4.82,Yes
74,2658,365587,19,High school degree,0,0,21,8.1,0.69,1.01,No
74,2658,365613,76,Some college,12,27,53,6.2,1.28,2.01,No
74,2658,365668,22,College degree,0,1,19,7.4,0.78,0.63,Yes
74,2658,365683,26,Did not complete high school,10,4,43,5.2,0.89,1.35,No
74,2658,365719,18,High school degree,0,0,30,8.9,0.23,2.44,Yes
74,2658,365731,30,Some college,3,2,23,6.5,0.28,1.22,Yes
74,2658,365743,36,High school degree,5,9,50,0.8,0.12,0.28,No
74,2658,365773,30,High school degree,5,6,36,4.7,0.77,0.92,No
74,2658,365817,42,High school degree,17,7,66,8.7,1.73,4.01,No
74,2658,365823,18,High school degree,0,0,30,3.8,0.57,0.57,No
74,2658,365839,28,College degree,3,3,47,17.7,2.79,5.53,Yes
74,2658,365866,48,High school degree,22,16,196,10.5,7.41,13.17,Yes
74,2658,365869,42,Did not complete high school,1,10,32,7.2,0.69,1.62,Yes
74,2658,365873,33,College degree,7,6,63,16.7,2.81,7.71,No
74,2658,365895,26,College degree,1,3,35,7,1.21,1.24,No
74,2658,365943,24,College degree,0,2,25,5.7,0.64,0.79,Yes
74,2658,365968,39,College degree,4,6,84,3.4,0.41,2.45,No
74,2658,365987,19,High school degree,1,0,20,25.9,1.94,3.24,Yes
74,2658,366021,18,High school degree,0,0,27,6.1,0.92,0.73,No
74,2658,366054,23,College degree,0,1,47,12.3,2.1,3.68,Yes
74,2658,366058,23,Did not complete high school,5,1,26,5.3,0.14,1.24,Yes
74,2658,366075,30,Some college,1,4,26,8,1.18,0.9,No
74,2658,366079,59,Did not complete high school,3,14,44,16.6,5.47,1.83,Yes
74,2658,366080,37,Did not complete high school,0,8,36,16.1,1.99,3.81,Yes
74,2658,366109,35,Did not complete high school,16,6,93,4.7,2.86,1.51,No
74,2658,366221,23,High school degree,2,0,17,21.3,0.3,3.32,Yes
74,2658,366287,52,College degree,2,18,48,5.4,1.4,1.19,No
74,2658,366299,19,High school degree,0,0,26,14.3,0.52,3.2,Yes
74,2658,366365,70,High school degree,33,17,150,13.3,5.17,14.78,No
74,2658,366382,30,College degree,5,6,109,7.8,1.39,7.11,No
74,2658,366410,40,Did not complete high school,17,5,72,7.3,0.95,4.31,No
74,2658,366458,23,Some college,2,2,39,16.6,1.64,4.83,No
74,2658,366486,26,Did not complete high school,5,3,24,7.9,0.33,1.56,No
74,2658,366563,33,Some college,12,9,48,3.7,0.93,0.84,No
74,2658,366568,55,High school degree,4,19,59,22,6.83,6.15,Yes
74,2658,366585,46,Did not complete high school,5,9,40,4.5,0.98,0.82,No
74,2658,366610,32,High school degree,12,9,27,1.8,0.16,0.32,No
74,2658,366622,18,High school degree,0,0,35,12.3,0.87,3.44,No
74,2658,366635,18,High school degree,0,0,27,9.4,0.43,2.1,Yes
74,2658,366655,23,College degree,0,2,33,2.9,0.23,0.72,No
74,2658,366658,41,High school degree,21,9,56,4.8,1.15,1.54,No
74,2658,366663,22,College degree,0,1,21,11.8,0.67,1.81,No
74,2658,366664,33,High school degree,15,6,71,14.6,2.79,7.58,No
74,2658,366673,24,College degree,0,1,128,8.9,3.55,7.84,Yes
74,2658,366716,23,Some college,1,2,28,0.6,0.06,0.11,No
74,2658,366741,37,College degree,3,8,41,14.4,2.03,3.87,No
74,2658,366753,43,Did not complete high school,4,9,26,12.9,1.53,1.82,No
74,2658,366756,31,Some college,2,5,45,13.1,1.64,4.25,Yes
74,2658,366761,20,Some college,0,1,28,8.6,0.2,2.21,No
74,2658,366765,24,High school degree,5,1,26,13.1,1.09,2.32,No
74,2658,366778,28,Some college,4,3,23,4.9,0.55,0.58,Yes
74,2658,366795,53,College degree,1,16,46,11.3,2.66,2.54,Yes
74,2658,366813,26,College degree,1,2,63,11.9,0.94,6.55,Yes
74,2658,366819,21,High school degree,1,1,24,4.2,0.06,0.95,No
74,2658,366841,22,Some college,1,1,29,15.8,2.94,1.64,Yes
74,2658,366853,44,College degree,4,14,65,5.8,1.53,2.24,No
74,2658,366897,29,High school degree,6,5,27,6.3,0.13,1.57,No
74,2658,366953,28,Some college,3,3,31,12.9,2.36,1.64,Yes
74,2658,366960,41,High school degree,4,11,56,7.3,2.56,1.53,No
74,2658,367033,64,Did not complete high school,36,15,145,6.6,3.27,6.3,No
74,2658,367052,44,College degree,4,5,15,16.6,0.08,2.41,No
74,2658,367081,21,High school degree,1,1,23,9.5,0.14,2.05,No
74,2658,367082,50,High school degree,21,10,88,1.4,0.21,1.02,No
74,2658,367207,18,High school degree,0,0,20,19,1.33,2.47,Yes
74,2658,367213,29,Post-undergraduate degree,0,4,40,12.5,2.03,2.98,Yes
74,2658,367238,38,High school degree,1,9,28,0.8,0.13,0.1,Yes
74,2658,367250,30,College degree,1,5,65,13.4,4.55,4.16,Yes
74,2658,367263,27,High school degree,8,4,29,6.5,0.85,1.04,No
74,2658,367322,28,Did not complete high school,8,4,45,6,0.72,1.98,No
74,2658,367368,27,High school degree,9,3,31,6.3,0.27,1.69,No
74,2658,367383,67,Did not complete high school,40,24,88,6.3,1.42,4.12,No
74,2658,367435,36,College degree,12,9,35,8.1,1.05,1.78,No
74,2658,367468,30,College degree,3,4,38,11.9,0.8,3.73,No
74,2658,367471,29,Some college,7,6,57,4.3,1.04,1.41,No
74,2658,367492,18,High school degree,0,0,20,16.7,0.46,2.88,Yes
74,2658,367497,46,Did not complete high school,20,14,48,2.7,0.94,0.36,No
74,2658,367502,38,Did not complete high school,6,10,24,16.8,0.56,3.48,Yes
74,2658,367569,23,Some college,0,2,32,7.9,1.22,1.3,No
74,2658,367610,41,Post-undergraduate degree,6,5,190,1.9,0.86,2.75,No
75,2600,370015,59,Some college,7,20,92,7.5,3.06,3.84,No
75,2600,370057,64,High school degree,42,22,267,13.2,16.95,18.29,No
75,2600,370068,32,College degree,7,6,71,19.5,4.13,9.72,Yes
75,2600,370095,32,Some college,4,4,37,3.1,0.32,0.83,No
75,2600,370103,22,College degree,0,1,28,19.8,0.44,5.1,Yes
75,2600,370112,21,High school degree,3,1,15,11.8,0.42,1.35,Yes
75,2600,370157,66,High school degree,18,24,70,2.8,1,0.96,No
75,2600,370165,18,High school degree,0,0,22,4.4,0.15,0.82,Yes
75,2600,370182,40,High school degree,16,11,53,1.2,0.42,0.21,No
75,2600,370209,21,Some college,0,0,27,2.3,0.22,0.4,No
75,2600,370216,35,Some college,2,7,27,0.8,0.1,0.11,No
75,2600,370237,18,High school degree,0,0,19,14.9,0.14,2.7,Yes
75,2600,370290,27,Some college,3,2,38,9.7,0.44,3.24,Yes
75,2600,370297,54,Some college,15,11,93,13.7,7.99,4.75,Yes
75,2600,370384,58,High school degree,2,20,31,3.3,0.5,0.52,No
75,2600,370404,43,Some college,3,12,38,6,0.62,1.66,No
75,2600,370440,42,College degree,6,14,49,14.7,2.85,4.36,No
75,2600,370446,26,College degree,0,3,26,3.3,0.41,0.45,No
75,2600,370500,31,College degree,8,6,47,24.6,5.98,5.58,Yes
75,2600,370619,18,High school degree,0,0,22,10.2,0.52,1.72,Yes
75,2600,370648,33,College degree,4,4,136,10.1,5.56,8.17,Yes
75,2600,370650,46,Some college,0,7,34,3.9,0.08,1.24,No
75,2600,370667,35,College degree,6,9,81,6.8,2.84,2.67,No
75,2600,370672,68,Some college,38,25,154,6.2,3.02,6.53,No
75,2600,370695,24,College degree,0,2,45,6.7,0.82,2.19,No
75,2600,370721,46,College degree,1,10,58,7.6,0.33,4.08,No
75,2600,370722,38,Some college,12,9,86,2.4,0.87,1.19,No
75,2600,370730,43,High school degree,13,10,62,21.9,7.9,5.68,Yes
75,2600,370733,20,Some college,0,0,27,1,0.11,0.16,Yes
75,2600,370775,23,College degree,0,1,24,26.9,0.4,6.06,Yes
75,2600,370788,45,Did not complete high school,8,12,41,14.8,0.26,5.81,No
75,2600,370813,37,Did not complete high school,7,2,29,4.3,0.17,1.08,No
75,2600,370841,51,Some college,29,14,285,16.6,14.81,32.5,No
75,2600,370856,18,High school degree,0,0,31,9.1,0.49,2.33,Yes
75,2600,370878,33,College degree,2,6,66,3.1,0.83,1.21,No
75,2600,370896,37,College degree,8,7,62,23.9,5.81,9.01,Yes
75,2600,370900,59,Some college,22,22,84,16,1.85,11.59,No
75,2600,370913,57,High school degree,36,18,172,9.2,3.45,12.37,No
75,2600,370923,19,High school degree,0,0,39,4.4,0.73,0.99,No
75,2600,370970,44,High school degree,15,17,59,18.3,5.85,4.95,Yes
75,2600,371071,32,High school degree,0,4,35,18.1,1.14,5.19,Yes
75,2600,371139,38,Some college,6,11,37,19.1,2.37,4.69,Yes
75,2600,371228,19,High school degree,0,0,17,12.4,0.34,1.77,Yes
75,2600,371240,21,Some college,0,1,35,22.7,2.13,5.82,Yes
75,2600,371311,28,Did not complete high school,7,3,43,23.4,0.27,9.79,Yes
75,2600,371316,19,High school degree,0,0,30,24.3,0.53,6.76,Yes
75,2600,371328,48,Did not complete high school,0,12,28,2.6,0.12,0.61,No
75,2600,371340,46,Did not complete high school,15,13,95,15.4,6.69,7.94,No
75,2600,371388,30,High school degree,6,5,32,1.5,0.19,0.29,No
75,2600,371395,52,Did not complete high school,30,13,125,15.7,8.32,11.3,No
75,2600,371420,33,High school degree,3,3,36,18,2.18,4.3,No
75,2600,371423,36,College degree,10,7,51,13.2,3.45,3.28,No
75,2600,371426,71,High school degree,13,10,59,24.4,2.66,11.73,No
75,2600,371473,40,College degree,12,10,87,5.8,0.54,4.5,No
75,2600,371580,32,College degree,5,5,87,10.4,0.46,8.59,No
75,2600,371656,32,High school degree,12,7,75,7.1,1.55,3.78,No
75,2600,371660,25,Some college,1,3,16,4.5,0.39,0.33,No
75,2600,371716,36,College degree,8,6,100,19.9,11.56,8.34,Yes
75,2600,371741,22,High school degree,0,1,18,3.5,0.33,0.3,No
75,2600,371761,35,High school degree,9,9,43,14.9,2.52,3.89,No
75,2600,371783,26,Some college,4,1,23,8.2,0.35,1.54,No
75,2600,371803,51,Did not complete high school,23,10,47,2.2,0.34,0.69,No
75,2600,371809,20,Some college,0,1,31,18.3,1.95,3.72,Yes
75,2600,371811,39,High school degree,7,10,56,10.9,4.07,2.03,Yes
